"Transcript_ID" "Gene_Name" "Description"
"ENST00000613501" "COL26A1" "protein_coding"
"ENST00000613091" "COL26A1" "retained_intron"
"ENST00000257745" "KMT2E" "protein_coding"
"ENST00000334884" "KMT2E" "nonsense_mediated_decay"
"ENST00000311117" "KMT2E" "protein_coding"
"ENST00000478990" "KMT2E" "protein_coding"
"ENST00000480368" "KMT2E" "lncRNA"
"ENST00000495267" "KMT2E" "protein_coding"
"ENST00000476671" "KMT2E" "protein_coding"
"ENST00000667857" "KMT2E" "nonsense_mediated_decay"
"ENST00000474203" "KMT2E" "protein_coding"
"ENST00000482560" "KMT2E" "nonsense_mediated_decay"
"ENST00000485619" "KMT2E" "retained_intron"
"ENST00000468607" "KMT2E" "retained_intron"
"ENST00000622386" "KMT2E" "protein_coding"
"ENST00000496191" "KMT2E" "retained_intron"
"ENST00000479838" "KMT2E" "protein_coding"
"ENST00000478079" "KMT2E" "nonsense_mediated_decay"
"ENST00000473063" "KMT2E" "protein_coding"
"ENST00000468383" "FMC1" "lncRNA"
"ENST00000481123" "FMC1" "lncRNA"
"ENST00000482181" "FMC1" "lncRNA"
"ENST00000488886" "FMC1" "lncRNA"
"ENST00000297534" "FMC1" "protein_coding"
"ENST00000565468" "TMEM178B" "protein_coding"
"ENST00000610315" "TMEM178B" "protein_coding"
"ENST00000563442" "TMEM178B" "retained_intron"
"ENST00000420911" "CTAGE15" "protein_coding"
"ENST00000470691" "CTAGE6" "protein_coding"
"ENST00000479870" "TCAF1" "protein_coding"
"ENST00000355951" "TCAF1" "protein_coding"
"ENST00000392900" "TCAF1" "lncRNA"
"ENST00000460532" "TCAF1" "protein_coding"
"ENST00000491908" "TCAF1" "protein_coding"
"ENST00000478172" "TCAF1" "protein_coding"
"ENST00000485416" "TCAF1" "protein_coding"
"ENST00000486333" "CTAGE4" "protein_coding"
"ENST00000378115" "ARHGEF35" "protein_coding"
"ENST00000487179" "CTAGE8" "protein_coding"
"ENST00000360104" "KMT2C" "protein_coding"
"ENST00000262189" "KMT2C" "protein_coding"
"ENST00000558084" "KMT2C" "nonsense_mediated_decay"
"ENST00000355193" "KMT2C" "protein_coding"
"ENST00000424877" "KMT2C" "protein_coding"
"ENST00000473186" "KMT2C" "retained_intron"
"ENST00000485241" "KMT2C" "lncRNA"
"ENST00000418061" "KMT2C" "protein_coding"
"ENST00000558665" "KMT2C" "protein_coding"
"ENST00000489110" "KMT2C" "retained_intron"
"ENST00000418673" "KMT2C" "protein_coding"
"ENST00000490130" "KMT2C" "retained_intron"
"ENST00000452749" "KMT2C" "protein_coding"
"ENST00000333796" "USP17L2" "protein_coding"
"ENST00000318063" "MICU3" "protein_coding"
"ENST00000522235" "MICU3" "lncRNA"
"ENST00000519044" "MICU3" "protein_coding"
"ENST00000517398" "MICU3" "protein_coding"
"ENST00000517447" "MICU3" "retained_intron"
"ENST00000519866" "MICU3" "lncRNA"
"ENST00000522148" "DMTN" "protein_coding"
"ENST00000523300" "DMTN" "protein_coding"
"ENST00000519959" "DMTN" "retained_intron"
"ENST00000519850" "DMTN" "protein_coding"
"ENST00000381470" "DMTN" "protein_coding"
"ENST00000432128" "DMTN" "protein_coding"
"ENST00000443491" "DMTN" "protein_coding"
"ENST00000518816" "DMTN" "retained_intron"
"ENST00000517600" "DMTN" "protein_coding"
"ENST00000523782" "DMTN" "protein_coding"
"ENST00000520856" "DMTN" "retained_intron"
"ENST00000523623" "DMTN" "protein_coding"
"ENST00000520174" "DMTN" "protein_coding"
"ENST00000517804" "DMTN" "protein_coding"
"ENST00000517305" "DMTN" "protein_coding"
"ENST00000265800" "DMTN" "protein_coding"
"ENST00000517418" "DMTN" "protein_coding"
"ENST00000358242" "DMTN" "protein_coding"
"ENST00000523266" "DMTN" "protein_coding"
"ENST00000519907" "DMTN" "protein_coding"
"ENST00000415253" "DMTN" "protein_coding"
"ENST00000522340" "DMTN" "protein_coding"
"ENST00000519333" "DMTN" "protein_coding"
"ENST00000256255" "SARAF" "protein_coding"
"ENST00000545648" "SARAF" "protein_coding"
"ENST00000518174" "SARAF" "nonsense_mediated_decay"
"ENST00000521265" "SARAF" "protein_coding"
"ENST00000520303" "SARAF" "nonsense_mediated_decay"
"ENST00000523127" "SARAF" "protein_coding"
"ENST00000518340" "SARAF" "nonsense_mediated_decay"
"ENST00000518296" "SARAF" "protein_coding"
"ENST00000521934" "SARAF" "retained_intron"
"ENST00000522794" "SARAF" "protein_coding"
"ENST00000522055" "SARAF" "nonsense_mediated_decay"
"ENST00000523761" "SARAF" "protein_coding"
"ENST00000517569" "SARAF" "retained_intron"
"ENST00000521083" "SARAF" "lncRNA"
"ENST00000529359" "PLPP5" "protein_coding"
"ENST00000424479" "PLPP5" "protein_coding"
"ENST00000530193" "PLPP5" "lncRNA"
"ENST00000530432" "PLPP5" "retained_intron"
"ENST00000524616" "PLPP5" "protein_coding"
"ENST00000531823" "PLPP5" "protein_coding"
"ENST00000534339" "PLPP5" "protein_coding"
"ENST00000531109" "PLPP5" "nonsense_mediated_decay"
"ENST00000527758" "PLPP5" "lncRNA"
"ENST00000422581" "PLPP5" "protein_coding"
"ENST00000531483" "PLPP5" "lncRNA"
"ENST00000419686" "PLPP5" "protein_coding"
"ENST00000528814" "PLPP5" "retained_intron"
"ENST00000527793" "PLPP5" "lncRNA"
"ENST00000524409" "PLPP5" "retained_intron"
"ENST00000317025" "NSD3" "protein_coding"
"ENST00000433384" "NSD3" "protein_coding"
"ENST00000528828" "NSD3" "retained_intron"
"ENST00000527502" "NSD3" "protein_coding"
"ENST00000526050" "NSD3" "retained_intron"
"ENST00000528304" "NSD3" "retained_intron"
"ENST00000316985" "NSD3" "protein_coding"
"ENST00000525081" "NSD3" "lncRNA"
"ENST00000528627" "NSD3" "protein_coding"
"ENST00000529223" "NSD3" "protein_coding"
"ENST00000534155" "NSD3" "protein_coding"
"ENST00000534539" "NSD3" "protein_coding"
"ENST00000396592" "MCMDC2" "protein_coding"
"ENST00000428734" "MCMDC2" "nonsense_mediated_decay"
"ENST00000422365" "MCMDC2" "protein_coding"
"ENST00000492775" "MCMDC2" "protein_coding"
"ENST00000469823" "MCMDC2" "lncRNA"
"ENST00000313616" "MCMDC2" "protein_coding"
"ENST00000415737" "MCMDC2" "nonsense_mediated_decay"
"ENST00000452400" "NCOA2" "protein_coding"
"ENST00000518287" "NCOA2" "nonsense_mediated_decay"
"ENST00000518363" "NCOA2" "protein_coding"
"ENST00000521239" "NCOA2" "retained_intron"
"ENST00000522054" "NCOA2" "retained_intron"
"ENST00000524223" "NCOA2" "lncRNA"
"ENST00000519724" "NCOA2" "protein_coding"
"ENST00000520416" "NCOA2" "protein_coding"
"ENST00000602840" "ELOC" "protein_coding"
"ENST00000518127" "ELOC" "protein_coding"
"ENST00000622804" "ELOC" "protein_coding"
"ENST00000520210" "ELOC" "protein_coding"
"ENST00000520242" "ELOC" "protein_coding"
"ENST00000519487" "ELOC" "protein_coding"
"ENST00000284811" "ELOC" "protein_coding"
"ENST00000522337" "ELOC" "protein_coding"
"ENST00000523815" "ELOC" "protein_coding"
"ENST00000519082" "ELOC" "protein_coding"
"ENST00000399300" "RBM12B" "protein_coding"
"ENST00000517700" "RBM12B" "protein_coding"
"ENST00000520961" "RBM12B" "lncRNA"
"ENST00000627241" "RBM12B" "protein_coding"
"ENST00000519109" "RBM12B" "protein_coding"
"ENST00000518597" "RBM12B" "protein_coding"
"ENST00000520560" "RBM12B" "protein_coding"
"ENST00000521947" "RBM12B" "protein_coding"
"ENST00000523821" "MTERF3" "protein_coding"
"ENST00000287025" "MTERF3" "protein_coding"
"ENST00000522822" "MTERF3" "protein_coding"
"ENST00000524341" "MTERF3" "protein_coding"
"ENST00000517720" "MTERF3" "protein_coding"
"ENST00000220763" "CPQ" "protein_coding"
"ENST00000519900" "CPQ" "protein_coding"
"ENST00000517742" "CPQ" "protein_coding"
"ENST00000525310" "CPQ" "lncRNA"
"ENST00000519484" "CPQ" "protein_coding"
"ENST00000521142" "CPQ" "protein_coding"
"ENST00000522617" "CPQ" "protein_coding"
"ENST00000532528" "CPQ" "lncRNA"
"ENST00000529551" "CPQ" "lncRNA"
"ENST00000524143" "EMC2" "protein_coding"
"ENST00000220853" "EMC2" "protein_coding"
"ENST00000517593" "EMC2" "retained_intron"
"ENST00000517784" "EMC2" "lncRNA"
"ENST00000519642" "EMC2" "protein_coding"
"ENST00000520294" "EMC2" "lncRNA"
"ENST00000519450" "EMC2" "retained_intron"
"ENST00000519042" "WASHC5" "retained_intron"
"ENST00000318410" "WASHC5" "protein_coding"
"ENST00000517845" "WASHC5" "protein_coding"
"ENST00000530856" "WASHC5" "retained_intron"
"ENST00000523297" "WASHC5" "protein_coding"
"ENST00000519340" "WASHC5" "lncRNA"
"ENST00000521109" "WASHC5" "lncRNA"
"ENST00000523397" "WASHC5" "lncRNA"
"ENST00000220592" "AGO2" "protein_coding"
"ENST00000519980" "AGO2" "protein_coding"
"ENST00000523609" "AGO2" "nonsense_mediated_decay"
"ENST00000520628" "AGO2" "lncRNA"
"ENST00000520412" "AGO2" "retained_intron"
"ENST00000519347" "AGO2" "retained_intron"
"ENST00000521325" "AGO2" "retained_intron"
"ENST00000517293" "AGO2" "lncRNA"
"ENST00000524328" "AGO2" "protein_coding"
"ENST00000518019" "AGO2" "lncRNA"
"ENST00000643448" "ADGRB1" "protein_coding"
"ENST00000517894" "ADGRB1" "protein_coding"
"ENST00000521208" "ADGRB1" "nonsense_mediated_decay"
"ENST00000323289" "ADGRB1" "protein_coding"
"ENST00000518820" "ADGRB1" "retained_intron"
"ENST00000518812" "ADGRB1" "retained_intron"
"ENST00000532255" "MROH1" "retained_intron"
"ENST00000525287" "MROH1" "retained_intron"
"ENST00000423230" "MROH1" "protein_coding"
"ENST00000534366" "MROH1" "protein_coding"
"ENST00000527552" "MROH1" "retained_intron"
"ENST00000528919" "MROH1" "protein_coding"
"ENST00000326134" "MROH1" "protein_coding"
"ENST00000534508" "MROH1" "retained_intron"
"ENST00000527071" "MROH1" "lncRNA"
"ENST00000544576" "MROH1" "protein_coding"
"ENST00000528664" "MROH1" "retained_intron"
"ENST00000223864" "PLGRKT" "protein_coding"
"ENST00000482696" "PLGRKT" "lncRNA"
"ENST00000472145" "PLGRKT" "lncRNA"
"ENST00000473877" "PLGRKT" "lncRNA"
"ENST00000251879" "RIC1" "protein_coding"
"ENST00000414202" "RIC1" "protein_coding"
"ENST00000418622" "RIC1" "protein_coding"
"ENST00000545641" "RIC1" "protein_coding"
"ENST00000276898" "RIC1" "retained_intron"
"ENST00000545243" "RIC1" "nonsense_mediated_decay"
"ENST00000490816" "RIC1" "protein_coding"
"ENST00000358227" "DMAC1" "protein_coding"
"ENST00000484082" "DMAC1" "lncRNA"
"ENST00000469050" "DMAC1" "lncRNA"
"ENST00000380249" "FOCAD" "protein_coding"
"ENST00000604036" "FOCAD" "lncRNA"
"ENST00000338382" "FOCAD" "protein_coding"
"ENST00000605031" "FOCAD" "lncRNA"
"ENST00000604103" "FOCAD" "lncRNA"
"ENST00000603492" "FOCAD" "lncRNA"
"ENST00000605086" "FOCAD" "protein_coding"
"ENST00000603648" "FOCAD" "nonsense_mediated_decay"
"ENST00000603844" "FOCAD" "lncRNA"
"ENST00000605852" "FOCAD" "lncRNA"
"ENST00000604828" "FOCAD" "lncRNA"
"ENST00000603552" "FOCAD" "lncRNA"
"ENST00000603610" "FOCAD" "lncRNA"
"ENST00000603044" "FOCAD" "protein_coding"
"ENST00000604254" "FOCAD" "protein_coding"
"ENST00000603695" "FOCAD" "protein_coding"
"ENST00000603631" "FOCAD" "lncRNA"
"ENST00000379089" "FAM219A" "protein_coding"
"ENST00000379087" "FAM219A" "protein_coding"
"ENST00000379084" "FAM219A" "protein_coding"
"ENST00000379081" "FAM219A" "protein_coding"
"ENST00000379080" "FAM219A" "protein_coding"
"ENST00000651358" "FAM219A" "protein_coding"
"ENST00000445726" "FAM219A" "protein_coding"
"ENST00000297620" "FAM219A" "protein_coding"
"ENST00000422409" "FAM219A" "protein_coding"
"ENST00000379078" "FAM219A" "protein_coding"
"ENST00000378566" "FAM214B" "protein_coding"
"ENST00000603301" "FAM214B" "protein_coding"
"ENST00000488109" "FAM214B" "protein_coding"
"ENST00000322813" "FAM214B" "protein_coding"
"ENST00000605244" "FAM214B" "protein_coding"
"ENST00000378561" "FAM214B" "protein_coding"
"ENST00000378557" "FAM214B" "protein_coding"
"ENST00000605104" "FAM214B" "lncRNA"
"ENST00000605392" "FAM214B" "lncRNA"
"ENST00000496760" "SLC25A51" "lncRNA"
"ENST00000377716" "SLC25A51" "protein_coding"
"ENST00000242275" "SLC25A51" "protein_coding"
"ENST00000376811" "NMRK1" "protein_coding"
"ENST00000361092" "NMRK1" "protein_coding"
"ENST00000482537" "NMRK1" "lncRNA"
"ENST00000376808" "NMRK1" "protein_coding"
"ENST00000494066" "NMRK1" "nonsense_mediated_decay"
"ENST00000466137" "NMRK1" "lncRNA"
"ENST00000490321" "NMRK1" "lncRNA"
"ENST00000454393" "IDNK" "protein_coding"
"ENST00000533522" "IDNK" "nonsense_mediated_decay"
"ENST00000376419" "IDNK" "protein_coding"
"ENST00000530832" "IDNK" "protein_coding"
"ENST00000405990" "IDNK" "protein_coding"
"ENST00000376417" "IDNK" "protein_coding"
"ENST00000322940" "ABITRAM" "protein_coding"
"ENST00000466200" "ABITRAM" "lncRNA"
"ENST00000374624" "ABITRAM" "protein_coding"
"ENST00000445175" "ABITRAM" "protein_coding"
"ENST00000561981" "FRRS1L" "protein_coding"
"ENST00000644747" "FRRS1L" "nonsense_mediated_decay"
"ENST00000644736" "FRRS1L" "nonsense_mediated_decay"
"ENST00000645180" "FRRS1L" "retained_intron"
"ENST00000642157" "FRRS1L" "retained_intron"
"ENST00000642299" "FRRS1L" "nonsense_mediated_decay"
"ENST00000482797" "BRINP1" "lncRNA"
"ENST00000265922" "BRINP1" "protein_coding"
"ENST00000373964" "BRINP1" "protein_coding"
"ENST00000361171" "MVB12B" "protein_coding"
"ENST00000489637" "MVB12B" "protein_coding"
"ENST00000402437" "MVB12B" "protein_coding"
"ENST00000470567" "MVB12B" "lncRNA"
"ENST00000489570" "MVB12B" "lncRNA"
"ENST00000485886" "MVB12B" "retained_intron"
"ENST00000372731" "SPTAN1" "protein_coding"
"ENST00000630804" "SPTAN1" "protein_coding"
"ENST00000627441" "SPTAN1" "protein_coding"
"ENST00000625282" "SPTAN1" "retained_intron"
"ENST00000372739" "SPTAN1" "protein_coding"
"ENST00000358161" "SPTAN1" "protein_coding"
"ENST00000497216" "SPTAN1" "lncRNA"
"ENST00000636257" "SPTAN1" "protein_coding"
"ENST00000636337" "SPTAN1" "protein_coding"
"ENST00000635853" "SPTAN1" "retained_intron"
"ENST00000637867" "SPTAN1" "protein_coding"
"ENST00000636483" "SPTAN1" "protein_coding"
"ENST00000630866" "SPTAN1" "protein_coding"
"ENST00000672130" "SPTAN1" "protein_coding"
"ENST00000472211" "SPTAN1" "retained_intron"
"ENST00000627809" "SPTAN1" "retained_intron"
"ENST00000475367" "SPTAN1" "retained_intron"
"ENST00000628867" "SPTAN1" "retained_intron"
"ENST00000635806" "SPTAN1" "nonsense_mediated_decay"
"ENST00000461855" "SPTAN1" "retained_intron"
"ENST00000631315" "SPTAN1" "retained_intron"
"ENST00000631121" "SPTAN1" "retained_intron"
"ENST00000629137" "SPTAN1" "retained_intron"
"ENST00000637820" "SPTAN1" "nonsense_mediated_decay"
"ENST00000629378" "SPTAN1" "retained_intron"
"ENST00000637434" "SPTAN1" "lncRNA"
"ENST00000476825" "SPTAN1" "retained_intron"
"ENST00000491712" "SPTAN1" "retained_intron"
"ENST00000637903" "SPTAN1" "nonsense_mediated_decay"
"ENST00000629047" "SPTAN1" "retained_intron"
"ENST00000637032" "SPTAN1" "protein_coding"
"ENST00000629089" "SPTAN1" "retained_intron"
"ENST00000628614" "SPTAN1" "retained_intron"
"ENST00000636939" "SPTAN1" "lncRNA"
"ENST00000625980" "SPTAN1" "retained_intron"
"ENST00000636010" "SPTAN1" "lncRNA"
"ENST00000630763" "SPTAN1" "retained_intron"
"ENST00000630147" "SPTAN1" "retained_intron"
"ENST00000630981" "SPTAN1" "protein_coding"
"ENST00000361256" "SPOUT1" "protein_coding"
"ENST00000467582" "SPOUT1" "protein_coding"
"ENST00000480366" "SPOUT1" "retained_intron"
"ENST00000466556" "SPOUT1" "retained_intron"
"ENST00000467396" "SPOUT1" "retained_intron"
"ENST00000302586" "KYAT1" "protein_coding"
"ENST00000462722" "KYAT1" "lncRNA"
"ENST00000320665" "KYAT1" "protein_coding"
"ENST00000483599" "KYAT1" "lncRNA"
"ENST00000436267" "KYAT1" "protein_coding"
"ENST00000466418" "KYAT1" "lncRNA"
"ENST00000451800" "KYAT1" "protein_coding"
"ENST00000416084" "KYAT1" "protein_coding"
"ENST00000474824" "KYAT1" "lncRNA"
"ENST00000427720" "KYAT1" "protein_coding"
"ENST00000477088" "MIGA2" "lncRNA"
"ENST00000474534" "MIGA2" "lncRNA"
"ENST00000439290" "MIGA2" "nonsense_mediated_decay"
"ENST00000445183" "MIGA2" "nonsense_mediated_decay"
"ENST00000358369" "MIGA2" "protein_coding"
"ENST00000450073" "MIGA2" "protein_coding"
"ENST00000474639" "MIGA2" "lncRNA"
"ENST00000494608" "MIGA2" "lncRNA"
"ENST00000495975" "MIGA2" "lncRNA"
"ENST00000414342" "MIGA2" "nonsense_mediated_decay"
"ENST00000471943" "MIGA2" "retained_intron"
"ENST00000492279" "MIGA2" "retained_intron"
"ENST00000483458" "MIGA2" "retained_intron"
"ENST00000358994" "PTPA" "protein_coding"
"ENST00000455292" "PTPA" "protein_coding"
"ENST00000357197" "PTPA" "protein_coding"
"ENST00000337738" "PTPA" "protein_coding"
"ENST00000393370" "PTPA" "protein_coding"
"ENST00000348141" "PTPA" "protein_coding"
"ENST00000347048" "PTPA" "protein_coding"
"ENST00000445241" "PTPA" "protein_coding"
"ENST00000355007" "PTPA" "protein_coding"
"ENST00000414331" "PTPA" "protein_coding"
"ENST00000417728" "PTPA" "protein_coding"
"ENST00000452489" "PTPA" "protein_coding"
"ENST00000453358" "PTPA" "protein_coding"
"ENST00000417504" "PTPA" "protein_coding"
"ENST00000440346" "PTPA" "protein_coding"
"ENST00000455240" "PTPA" "protein_coding"
"ENST00000411917" "PTPA" "protein_coding"
"ENST00000423100" "PTPA" "protein_coding"
"ENST00000436883" "PTPA" "protein_coding"
"ENST00000414510" "PTPA" "protein_coding"
"ENST00000432124" "PTPA" "protein_coding"
"ENST00000435305" "PTPA" "protein_coding"
"ENST00000419582" "PTPA" "protein_coding"
"ENST00000432651" "PTPA" "protein_coding"
"ENST00000435132" "PTPA" "protein_coding"
"ENST00000434095" "PTPA" "protein_coding"
"ENST00000372486" "NTMT1" "protein_coding"
"ENST00000613644" "NTMT1" "protein_coding"
"ENST00000617943" "NTMT1" "protein_coding"
"ENST00000611055" "NTMT1" "protein_coding"
"ENST00000372483" "NTMT1" "protein_coding"
"ENST00000481189" "NTMT1" "nonsense_mediated_decay"
"ENST00000459968" "NTMT1" "protein_coding"
"ENST00000482347" "NTMT1" "protein_coding"
"ENST00000372481" "NTMT1" "protein_coding"
"ENST00000372480" "NTMT1" "protein_coding"
"ENST00000486391" "NTMT1" "lncRNA"
"ENST00000542192" "CACFD1" "protein_coding"
"ENST00000540581" "CACFD1" "protein_coding"
"ENST00000291722" "CACFD1" "protein_coding"
"ENST00000474734" "CACFD1" "lncRNA"
"ENST00000316948" "CACFD1" "protein_coding"
"ENST00000489519" "CACFD1" "lncRNA"
"ENST00000444798" "CACFD1" "protein_coding"
"ENST00000371671" "RABL6" "protein_coding"
"ENST00000311502" "RABL6" "protein_coding"
"ENST00000484471" "RABL6" "nonsense_mediated_decay"
"ENST00000371663" "RABL6" "protein_coding"
"ENST00000357466" "RABL6" "protein_coding"
"ENST00000464941" "RABL6" "nonsense_mediated_decay"
"ENST00000629216" "RABL6" "protein_coding"
"ENST00000436380" "RABL6" "protein_coding"
"ENST00000466096" "RABL6" "retained_intron"
"ENST00000461992" "RABL6" "lncRNA"
"ENST00000435930" "RABL6" "retained_intron"
"ENST00000343053" "NELFB" "protein_coding"
"ENST00000634710" "NELFB" "protein_coding"
"ENST00000437259" "NSMF" "protein_coding"
"ENST00000371474" "NSMF" "protein_coding"
"ENST00000371473" "NSMF" "protein_coding"
"ENST00000371482" "NSMF" "retained_intron"
"ENST00000371472" "NSMF" "protein_coding"
"ENST00000371475" "NSMF" "protein_coding"
"ENST00000265663" "NSMF" "protein_coding"
"ENST00000484316" "NSMF" "retained_intron"
"ENST00000482448" "NSMF" "protein_coding"
"ENST00000371468" "NSMF" "retained_intron"
"ENST00000277540" "DPH7" "protein_coding"
"ENST00000467243" "DPH7" "lncRNA"
"ENST00000479650" "DPH7" "lncRNA"
"ENST00000497237" "DPH7" "lncRNA"
"ENST00000475100" "DPH7" "lncRNA"
"ENST00000472113" "DPH7" "lncRNA"
"ENST00000485189" "DPH7" "lncRNA"
"ENST00000467768" "DPH7" "lncRNA"
"ENST00000477690" "DPH7" "lncRNA"
"ENST00000470855" "DPH7" "lncRNA"
"ENST00000481839" "DPH7" "lncRNA"
"ENST00000476303" "DPH7" "lncRNA"
"ENST00000460572" "DPH7" "lncRNA"
"ENST00000491359" "DPH7" "lncRNA"
"ENST00000361271" "HACD1" "protein_coding"
"ENST00000498812" "HACD1" "nonsense_mediated_decay"
"ENST00000471481" "HACD1" "retained_intron"
"ENST00000466335" "HACD1" "protein_coding"
"ENST00000632169" "HACD1" "retained_intron"
"ENST00000326961" "HACD1" "protein_coding"
"ENST00000545260" "PARD3" "protein_coding"
"ENST00000545693" "PARD3" "protein_coding"
"ENST00000374789" "PARD3" "protein_coding"
"ENST00000374788" "PARD3" "protein_coding"
"ENST00000346874" "PARD3" "protein_coding"
"ENST00000374794" "PARD3" "protein_coding"
"ENST00000350537" "PARD3" "protein_coding"
"ENST00000374790" "PARD3" "protein_coding"
"ENST00000466092" "PARD3" "lncRNA"
"ENST00000374776" "PARD3" "protein_coding"
"ENST00000340077" "PARD3" "protein_coding"
"ENST00000544292" "PARD3" "protein_coding"
"ENST00000374773" "PARD3" "protein_coding"
"ENST00000651752" "PARD3" "retained_intron"
"ENST00000374768" "PARD3" "protein_coding"
"ENST00000637101" "KIF1BP" "nonsense_mediated_decay"
"ENST00000638119" "KIF1BP" "protein_coding"
"ENST00000635779" "KIF1BP" "nonsense_mediated_decay"
"ENST00000361983" "KIF1BP" "protein_coding"
"ENST00000626493" "KIF1BP" "protein_coding"
"ENST00000637104" "KIF1BP" "nonsense_mediated_decay"
"ENST00000636200" "KIF1BP" "nonsense_mediated_decay"
"ENST00000637738" "KIF1BP" "nonsense_mediated_decay"
"ENST00000625461" "KIF1BP" "retained_intron"
"ENST00000637323" "KIF1BP" "nonsense_mediated_decay"
"ENST00000637420" "KIF1BP" "nonsense_mediated_decay"
"ENST00000627949" "KIF1BP" "lncRNA"
"ENST00000635971" "KIF1BP" "protein_coding"
"ENST00000481912" "KIF1BP" "lncRNA"
"ENST00000604729" "ZSWIM8" "protein_coding"
"ENST00000603114" "ZSWIM8" "protein_coding"
"ENST00000398706" "ZSWIM8" "protein_coding"
"ENST00000446546" "ZSWIM8" "retained_intron"
"ENST00000604524" "ZSWIM8" "protein_coding"
"ENST00000605216" "ZSWIM8" "protein_coding"
"ENST00000433366" "ZSWIM8" "nonsense_mediated_decay"
"ENST00000451629" "ZSWIM8" "lncRNA"
"ENST00000492395" "ZSWIM8" "nonsense_mediated_decay"
"ENST00000431225" "ZSWIM8" "lncRNA"
"ENST00000603187" "ZSWIM8" "protein_coding"
"ENST00000412198" "ZSWIM8" "protein_coding"
"ENST00000604754" "ZSWIM8" "protein_coding"
"ENST00000425051" "ZSWIM8" "lncRNA"
"ENST00000489234" "ZSWIM8" "lncRNA"
"ENST00000487278" "ZSWIM8" "lncRNA"
"ENST00000603409" "ZSWIM8" "lncRNA"
"ENST00000604165" "ZSWIM8" "lncRNA"
"ENST00000603195" "ZSWIM8" "lncRNA"
"ENST00000603840" "ZSWIM8" "lncRNA"
"ENST00000603309" "ZSWIM8" "lncRNA"
"ENST00000466354" "ZSWIM8" "protein_coding"
"ENST00000466568" "ZSWIM8" "lncRNA"
"ENST00000648828" "KAT6B" "protein_coding"
"ENST00000648725" "KAT6B" "protein_coding"
"ENST00000648159" "KAT6B" "protein_coding"
"ENST00000649006" "KAT6B" "protein_coding"
"ENST00000649463" "KAT6B" "protein_coding"
"ENST00000372725" "KAT6B" "protein_coding"
"ENST00000650232" "KAT6B" "protein_coding"
"ENST00000648370" "KAT6B" "protein_coding"
"ENST00000648899" "KAT6B" "protein_coding"
"ENST00000650434" "KAT6B" "protein_coding"
"ENST00000649119" "KAT6B" "protein_coding"
"ENST00000648483" "KAT6B" "protein_coding"
"ENST00000648892" "KAT6B" "protein_coding"
"ENST00000647890" "KAT6B" "protein_coding"
"ENST00000372724" "KAT6B" "protein_coding"
"ENST00000649657" "KAT6B" "protein_coding"
"ENST00000372714" "KAT6B" "protein_coding"
"ENST00000649442" "KAT6B" "protein_coding"
"ENST00000648539" "KAT6B" "protein_coding"
"ENST00000647666" "KAT6B" "protein_coding"
"ENST00000648048" "KAT6B" "protein_coding"
"ENST00000287239" "KAT6B" "protein_coding"
"ENST00000649375" "KAT6B" "protein_coding"
"ENST00000650330" "KAT6B" "retained_intron"
"ENST00000650380" "KAT6B" "retained_intron"
"ENST00000647637" "KAT6B" "protein_coding"
"ENST00000372711" "KAT6B" "protein_coding"
"ENST00000604130" "KAT6B" "protein_coding"
"ENST00000647554" "KAT6B" "nonsense_mediated_decay"
"ENST00000650517" "KAT6B" "retained_intron"
"ENST00000647642" "KAT6B" "nonsense_mediated_decay"
"ENST00000650048" "KAT6B" "protein_coding"
"ENST00000648369" "KAT6B" "nonsense_mediated_decay"
"ENST00000648302" "KAT6B" "lncRNA"
"ENST00000649645" "KAT6B" "retained_intron"
"ENST00000648696" "KAT6B" "nonsense_mediated_decay"
"ENST00000490365" "KAT6B" "retained_intron"
"ENST00000647891" "KAT6B" "retained_intron"
"ENST00000648793" "KAT6B" "retained_intron"
"ENST00000650610" "KAT6B" "retained_intron"
"ENST00000649305" "KAT6B" "retained_intron"
"ENST00000372277" "TMEM254" "protein_coding"
"ENST00000472622" "TMEM254" "lncRNA"
"ENST00000613758" "TMEM254" "protein_coding"
"ENST00000372281" "TMEM254" "protein_coding"
"ENST00000372275" "TMEM254" "protein_coding"
"ENST00000372274" "TMEM254" "protein_coding"
"ENST00000372273" "TMEM254" "protein_coding"
"ENST00000467529" "TMEM254" "lncRNA"
"ENST00000463029" "TMEM254" "lncRNA"
"ENST00000476173" "TMEM254" "lncRNA"
"ENST00000483732" "TMEM254" "lncRNA"
"ENST00000463209" "TMEM254" "lncRNA"
"ENST00000450179" "TMEM254" "protein_coding"
"ENST00000372188" "PRXL2A" "protein_coding"
"ENST00000615554" "PRXL2A" "protein_coding"
"ENST00000372185" "PRXL2A" "protein_coding"
"ENST00000606162" "PRXL2A" "protein_coding"
"ENST00000372187" "PRXL2A" "protein_coding"
"ENST00000372181" "PRXL2A" "protein_coding"
"ENST00000359979" "CCSER2" "protein_coding"
"ENST00000372088" "CCSER2" "protein_coding"
"ENST00000224756" "CCSER2" "protein_coding"
"ENST00000494144" "CCSER2" "lncRNA"
"ENST00000543283" "CCSER2" "protein_coding"
"ENST00000494586" "CCSER2" "protein_coding"
"ENST00000493409" "CCSER2" "protein_coding"
"ENST00000498300" "CCSER2" "lncRNA"
"ENST00000466105" "CCSER2" "nonsense_mediated_decay"
"ENST00000480006" "CCSER2" "protein_coding"
